0	0	0	-2.796742206285086	-63.95745635264169
0	1	1	-66.82001857215671	-6.2485886203173155
0	2	2	-7.956371655428189	-99.51899009179694
0	3	3	-15.119507928416168	-105.34088870067961
0	4	4	-5.021672731745676	-122.71608036049324
0	5	5	-66.09711770445017	5.372650914863622
0	6	6	1.2053475616315825	-37.53860930784686
0	7	7	0.11085139339404552	-10.502241104423321
0	8	8	10.562742859377197	-124.80747165507465
0	9	9	28.528666207823374	86.61454313229542
0	10	10	61.978148187821226	12.374229676862381
0	11	11	-30.01872288188175	94.96928229111703
0	12	12	-16.852018487130785	-46.29168837250666
0	13	13	-32.554640039876105	-39.28686891575218
0	14	14	30.364070325910927	83.87445703250359
0	15	15	-22.54017340080025	19.115960237544865
0	16	16	-23.87140774023197	-42.382844259342534
0	17	17	6.303081624465337	-82.31845048674792
0	18	18	-15.844377637830302	-113.98369086617238
0	19	19	-32.98638888775349	-84.64585785984848
0	20	20	-35.848137053826235	17.06443078888922
0	21	21	-28.604301642507	-86.25617802416171
0	22	22	-35.74270421016793	17.329115901962204
0	23	23	14.893463847603998	-72.47248372923511
0	24	24	-50.62085856214494	35.08718913284713
0	25	25	-31.23227864932095	115.27541501934563
0	26	26	22.480921950214075	82.41719824534381
0	27	27	2.0588403927653007	94.37992179907333
0	28	28	-32.4790219101084	-28.934961863959284
0	29	29	65.0171125909646	19.743814261752092
0	30	30	45.52314371703882	24.780549805123435
0	31	31	-27.99578894488959	-5.156249212986106
0	32	32	57.821805305134	13.264596289297318
0	33	33	60.43465095069675	19.807598228210033
0	34	34	11.036400449755982	71.19223502764878
0	35	35	0.6530966418092155	125.57556667253016
0	36	36	-38.62390928201356	43.88034376553198
0	37	37	-9.547265827814016	95.59110589105518
0	38	38	12.21964296769616	64.68019824547589
0	39	39	-36.25355183396478	38.8317294250729
0	40	40	-58.96080152753069	20.223346443723948
0	41	41	-0.10716594274814342	-74.87226921272004
0	42	42	-59.287931332039356	-19.18553633325101
0	43	43	-1.7702530380939687	-133.83338146725137
0	44	44	31.839220389768286	40.85020227733575
0	45	45	-6.273344269464278	-60.08230733050992
0	46	46	-43.74326639340872	-45.01353731122256
0	47	47	46.40602068431192	61.364062271238566
0	48	48	-25.34295501871172	-17.42617584277097
0	49	49	-24.827595220989593	-87.16740980229739
0	50	50	38.9713703894692	37.194914860299704
0	51	51	-21.499218403653597	-23.519327600308706
0	52	52	-62.963482888939666	-7.665019991416912
0	53	53	13.14020856565289	-115.55742092999587
