21	0	0	-1
21	16	1	-1
21	22	2	-1
21	3	3	-1
21	20	4	-1
1	22	5	-1
2	22	6	-1
16	17	7	-1
16	4	8	-1
17	5	9	-1
17	6	10	-1
7	22	11	-1
8	18	12	-1
9	18	13	-1
22	10	14	-1
22	20	15	-1
22	15	16	-1
18	11	17	-1
18	19	18	-1
18	20	19	-1
19	12	20	-1
19	13	21	-1
14	20	22	-1
0	21	23	-1
16	21	24	-1
22	21	25	-1
3	21	26	-1
20	21	27	-1
22	1	28	-1
22	2	29	-1
17	16	30	-1
4	16	31	-1
5	17	32	-1
6	17	33	-1
22	7	34	-1
18	8	35	-1
18	9	36	-1
10	22	37	-1
20	22	38	-1
15	22	39	-1
11	18	40	-1
19	18	41	-1
20	18	42	-1
12	19	43	-1
13	19	44	-1
20	14	45	-1
0	1	46	-1
1	0	47	-1
1	2	48	-1
2	1	49	-1
2	3	50	-1
3	2	51	-1
3	4	52	-1
4	3	53	-1
4	5	54	-1
5	4	55	-1
5	6	56	-1
6	5	57	-1
6	7	58	-1
7	6	59	-1
7	8	60	-1
8	9	61	-1
9	8	62	-1
9	10	63	-1
10	9	64	-1
10	11	65	-1
11	10	66	-1
11	12	67	-1
12	11	68	-1
12	13	69	-1
13	12	70	-1
13	14	71	-1
14	13	72	-1
14	15	73	-1
15	14	74	-1
