0	0.08161135400514126	10.0	110ms;
1	0.11956501178647189	10.0	79ms;
2	0.16379343712746838	10.0	65ms;
3	0.19056025206100527	10.0	63ms;
4	0.23213055880402947	10.0	78ms;
5	0.2757208490996666	10.0	73ms;
6	0.30804645652922535	10.0	68ms;
7	0.33203037107004885	10.0	50ms;
8	0.3821452964963367	10.0	81ms;
9	0.41323491338712587	10.0	52ms;
10	0.4698950802575392	10.0	73ms;
11	0.49110441123163445	10.0	70ms;
12	0.5179780836159882	10.0	79ms;
13	0.5591690326738114	10.0	72ms;
14	0.5932376742352146	10.0	76ms;
15	0.6288193831306694	10.0	78ms;
16	0.662639914220226	10.0	89ms;
17	0.6973018344072167	10.0	93ms;
18	0.7341888017676832	10.0	96ms;
19	0.7674780300440712	10.0	92ms;
20	0.8004051930124215	10.0	85ms;
21	0.834415696071121	10.0	81ms;
22	0.861596760931731	10.0	89ms;
23	0.8863294017409347	10.0	58ms;
24	0.9252368438172321	10.0	56ms;
25	0.9385471071933892	10.0	53ms;
26	0.9678541341939978	10.0	39ms;
27	1.005630405508961	10.0	35ms;
28	1.0103425499355914	10.0	29ms;
29	1.0340878178821113	10.0	47ms;
30	1.079638087032882	10.0	46ms;
31	1.0860648261661936	10.0	45ms;
32	1.1238863791497435	10.0	44ms;
33	1.1373011203977796	10.0	37ms;
34	1.1595729390472622	10.0	43ms;
35	1.1635311162774833	10.0	29ms;
36	1.1837478683722287	10.0	32ms;
37	1.1985098451235818	10.0	31ms;
38	1.2160527951279196	10.0	34ms;
39	1.2373141058009771	10.0	30ms;
40	1.2423456467869536	10.0	32ms;
41	1.262137535462415	10.0	35ms;
42	1.2861008071083213	10.0	35ms;
43	1.3156409331807104	10.0	34ms;
44	1.3226834745674898	10.0	37ms;
45	1.3184367444090241	10.0	38ms;
46	1.3489611123962573	10.0	36ms;
47	1.372467570874424	10.0	49ms;
48	1.3789917732222454	10.0	34ms;
49	1.3957789656940305	10.0	42ms;
50	1.4165216007618033	10.0	38ms;
51	1.426854165272302	10.0	38ms;
52	1.4377024989737905	10.0	35ms;
53	1.456774265865148	10.0	42ms;
54	1.4671050401407506	10.0	40ms;
55	1.4898742397003037	10.0	38ms;
56	1.4928092535569812	10.0	42ms;
57	1.5095128673905263	10.0	43ms;
58	1.5364211073011178	10.0	44ms;
59	1.5418248225207312	10.0	45ms;
60	1.5492480985298471	10.0	48ms;
61	1.5634551021142096	10.0	45ms;
62	1.567994078106027	10.0	55ms;
63	1.594106728316886	10.0	57ms;
64	1.5914216258625886	10.0	56ms;
