0	334.326	64	21376
1	333.133	62	20646
2	323.67	116	37468
3	302.194	91	27482
4	328.895	134	43952
5	302.826	91	27482
6	303.441	61	18483
7	319.679	131	41789
8	315.407	68	21420
9	323.568	87	28101
10	317.463	135	42795
11	317.409	60	19020
12	323.107	106	34238
13	337.653	115	38755
14	324.424	95	30780
15	323.036	89	28747
16	328.893	145	47560
17	316.864	93	29388
18	322.577	88	28336
19	304.185	52	15808
20	345.47	54	18630
21	330.843	102	33660
22	316.21	72	22752
23	316.158	107	33812
24	320.856	60	19200
25	314.629	55	17270
26	324.736	67	21708
27	305.27	51	15555
28	324.817	104	33696
29	327.533	91	29757
30	340.423	66	22440
31	331.387	133	44023
32	325.415	108	35100
33	325.507	60	19500
34	315.538	114	35910
35	321.844	55	17655
36	314.353	136	42704
37	326.874	94	30644
38	326.309	55	17930
39	307.532	75	23025
40	310.074	121	37510
41	339.574	57	19323
42	329.814	108	35532
43	335.008	76	25460
44	325.244	97	31525
45	343.428	99	33957
46	346.238	66	22836
47	332.268	64	21248
48	324.765	96	31104
49	302.501	54	16308
50	306.82	102	31212
51	318.884	80	25440
52	313.158	112	35056
53	343.551	94	32242
54	303.741	110	33330
55	332.409	66	21912
56	321.704	109	34989
57	325.904	66	21450
58	326.027	72	23472
59	324.194	114	36936
60	330.68	105	34650
61	315.745	60	18900
62	338.479	111	37518
63	328.351	96	31488
64	323.621	115	37145
65	319.337	132	42108
66	322.401	145	46690
67	318.085	121	38478
68	322.805	118	37996
69	329.414	104	34216
70	305.566	108	32940
71	317.033	101	32017
72	316.322	89	28124
73	317.245	103	32651
74	320.953	108	34560
75	323.82	132	42636
76	308.883	122	37576
77	321.745	89	28569
78	332.01	130	43160
79	323.461	132	42636
80	303.885	136	41208
81	336.573	60	20160
82	333.874	59	19647
83	333.133	62	20646
84	319.479	61	19459
85	328.946	105	34440
86	322.52	95	30590
87	328.194	134	43952
88	323.285	124	40052
89	327.531	116	37932
90	335.226	66	22110
91	327.487	135	44145
92	326.789	84	27384
93	300.064	63	18900
94	302.194	91	27482
95	302.194	91	27482
96	302.194	91	27482
97	302.194	91	27482
98	302.194	91	27482
99	302.194	91	27482
100	302.194	91	27482
101	342.561	83	28386
102	302.194	91	27482
103	316.108	64	20224
104	321.645	57	18297
105	330.97	149	49170
106	320.46	131	41920
107	313.327	61	19093
108	313.835	53	16589
109	309.907	71	21939
110	304.657	70	21280
111	318.934	70	22260
112	314.925	112	35168
113	328.895	134	43952
114	326.525	90	29340
115	346.032	61	21106
116	329.912	140	46060
117	325.311	69	22425
118	323.812	91	29393
119	341.583	104	35464
120	331.383	62	20522
121	328.317	81	26568
122	341.533	96	32736
123	322.14	90	28980
124	300.492	82	24600
125	331.572	102	33762
126	320.683	103	32960
127	321.395	115	36915
128	326.389	118	38468
129	326.869	129	42054
130	329.035	72	23688
131	324.302	131	42444
132	322.51	91	29302
133	332.351	113	37516
134	325.086	130	42250
135	304.515	90	27360
136	300.966	90	27000
137	322.25	91	29302
138	323.403	61	19703
139	303.441	61	18483
140	303.441	61	18483
141	318.287	63	20034
142	323.403	61	19703
143	323.403	61	19703
144	303.441	61	18483
145	303.441	61	18483
146	323.403	61	19703
147	333.562	101	33633
148	316.968	60	18960
149	325.652	68	22100
150	314.442	83	26062
151	315.407	68	21420
152	318.83	68	21624
153	315.407	68	21420
154	315.407	68	21420
155	323.568	87	28101
156	326.144	78	25428
157	329.017	134	44086
158	327.602	107	34989
159	313.701	127	39751
160	308.247	53	16324
161	315.769	61	19215
162	331.411	57	18867
163	323.03	68	21964
164	327.247	88	28776
165	341.419	55	18755
166	322.11	123	39606
167	344.804	136	46784
168	322.331	56	18032
169	325.482	91	29575
170	318.168	89	28302
171	329.731	68	22372
172	317.379	92	29164
173	325.85	77	25025
174	326.858	84	27384
175	328.146	112	36736
176	319.919	85	27115
177	337.245	131	44147
178	315.924	57	17955
179	324.248	93	30132
180	319.869	140	44660
181	317.965	140	44380
182	322.204	59	18998
183	320.863	109	34880
184	309.494	113	34917
185	321.126	106	34026
186	308.912	113	34804
187	318.139	58	18444
188	337.082	58	19546
189	322.559	69	22218
190	331.429	116	38396
191	334.823	59	19706
192	314.92	58	18212
193	324.078	112	36288
194	321.902	52	16692
195	330.268	59	19470
196	313.407	106	33178
197	323.486	122	39406
198	325.465	89	28925
199	324.772	108	34992
