0	0.026136658278437638	0.024006688172148682	0.013068329139218833	10.0	7704ms;
1	0.03718091396838248	0.03408608307615113	0.018590456984191258	10.0	6913ms;
2	0.045337012243269977	0.04156753499269776	0.022668506121635013	10.0	6637ms;
3	0.0560090584962066	0.05139673344632452	0.028004529248103326	10.0	6188ms;
4	0.06738523585908907	0.061767778523309044	0.03369261792954457	10.0	6254ms;
5	0.07843799298475679	0.07197041235160395	0.039218996492378436	10.0	6487ms;
6	0.08981144945851384	0.0824559784490377	0.04490572472925696	10.0	6827ms;
7	0.10061339475311137	0.0922530110423714	0.050306697376555735	10.0	6688ms;
8	0.1128121172257684	0.10349958367749082	0.05640605861288425	10.0	6849ms;
9	0.1237583468439675	0.11348124334478009	0.06187917342198381	10.0	6831ms;
10	0.13341138863096386	0.1223549283502974	0.066705694315482	10.0	7071ms;
