0	0	88	389	-1
0	0	19	466	-1
0	0	4	357	-1
0	0	1	129	-1
0	0	19	474	-1
0	0	83	377	-1
0	0	19	331	-1
0	0	3	74	-1
0	0	12	174	-1
0	0	97	252	-1
0	0	2	324	-1
0	0	76	209	-1
0	0	0	105	-1
0	0	17	114	-1
0	0	41	193	-1
0	0	1	228	-1
0	0	0	489	-1
0	0	40	55	-1
0	0	170	474	-1
0	0	198	161	-1
0	0	1	130	-1
0	0	0	409	-1
0	0	19	60	-1
0	0	4	230	-1
0	0	1	273	-1
0	0	8	486	-1
0	0	5	282	-1
0	0	21	129	-1
0	0	158	384	-1
0	0	85	123	-1
0	0	166	326	-1
0	0	0	494	-1
0	0	1	14	-1
0	0	19	268	-1
0	0	0	404	-1
0	0	0	28	-1
0	0	32	478	-1
0	0	135	223	-1
0	0	1	410	-1
0	0	17	228	-1
0	0	1	481	-1
0	0	2	239	-1
0	0	87	495	-1
0	0	164	437	-1
0	0	104	150	-1
0	0	18	133	-1
0	0	191	126	-1
0	0	2	167	-1
0	0	1	486	-1
0	0	104	281	-1
0	0	29	482	-1
0	0	3	391	-1
0	0	37	438	-1
0	0	93	159	-1
0	0	2	356	-1
0	0	2	252	-1
0	0	20	41	-1
0	0	61	457	-1
0	0	74	77	-1
0	0	7	340	-1
0	0	0	374	-1
0	0	31	371	-1
0	0	116	135	-1
0	0	115	58	-1
0	0	45	198	-1
0	0	148	39	-1
0	0	179	455	-1
0	0	19	92	-1
0	0	2	478	-1
0	0	26	106	-1
0	0	11	328	-1
0	0	8	327	-1
0	0	63	282	-1
0	0	2	139	-1
0	0	113	119	-1
0	0	52	126	-1
0	0	0	250	-1
0	0	87	54	-1
0	0	29	359	-1
0	0	106	108	-1
0	0	97	10	-1
0	0	169	162	-1
0	0	9	428	-1
0	0	75	122	-1
0	0	5	326	-1
0	0	197	224	-1
0	0	108	285	-1
0	0	2	308	-1
0	0	12	3	-1
0	0	17	369	-1
0	0	26	391	-1
0	0	108	357	-1
0	0	83	389	-1
0	0	35	258	-1
0	0	7	381	-1
0	0	0	178	-1
0	0	25	58	-1
0	0	91	350	-1
0	0	4	46	-1
0	0	54	172	-1
0	0	0	100	-1
0	0	24	438	-1
0	0	3	342	-1
0	0	193	470	-1
0	0	15	203	-1
0	0	2	270	-1
0	0	140	405	-1
0	0	107	461	-1
0	0	21	370	-1
0	0	123	9	-1
0	0	3	448	-1
0	0	35	55	-1
0	0	135	488	-1
0	0	111	117	-1
0	0	114	293	-1
0	0	3	291	-1
0	0	24	451	-1
0	0	60	305	-1
0	0	133	480	-1
0	0	25	292	-1
0	0	4	125	-1
0	0	4	44	-1
0	0	38	25	-1
0	0	42	314	-1
0	0	8	23	-1
0	0	44	371	-1
0	0	153	358	-1
0	0	48	417	-1
0	0	77	499	-1
0	0	4	443	-1
0	0	14	90	-1
0	0	27	168	-1
0	0	1	245	-1
0	0	46	201	-1
0	0	21	206	-1
0	0	1	410	-1
0	0	6	450	-1
0	0	134	311	-1
0	0	90	95	-1
0	0	197	485	-1
0	0	15	358	-1
0	0	27	35	-1
0	0	0	161	-1
0	0	54	128	-1
0	0	16	485	-1
0	0	187	404	-1
0	0	27	469	-1
0	0	43	311	-1
0	0	0	20	-1
0	0	77	337	-1
0	0	0	127	-1
0	0	1	326	-1
0	0	56	322	-1
0	0	136	299	-1
0	0	21	6	-1
0	0	20	286	-1
0	0	0	110	-1
0	0	36	148	-1
0	0	32	244	-1
0	0	5	181	-1
0	0	6	496	-1
0	0	30	193	-1
0	0	126	394	-1
0	0	0	225	-1
0	0	11	248	-1
0	0	154	300	-1
0	0	0	357	-1
0	0	194	239	-1
0	0	28	366	-1
0	0	65	110	-1
0	0	3	12	-1
0	0	118	214	-1
0	0	4	169	-1
0	0	1	164	-1
0	0	60	302	-1
