0	0.16738781104628755	10.0	303ms;
1	0.23452775685322078	10.0	264ms;
2	0.27861348098748473	10.0	247ms;
3	0.3336701977262877	10.0	330ms;
4	0.4014030457075039	10.0	352ms;
5	0.4747956356552615	10.0	441ms;
6	0.5502633603679515	10.0	460ms;
7	0.6179382445528285	10.0	431ms;
8	0.6759821697738366	10.0	477ms;
9	0.7401312662200857	10.0	489ms;
10	0.8230595109515115	10.0	585ms;
11	0.8772557627092369	10.0	624ms;
12	0.940461703662988	10.0	607ms;
13	1.0028325063864578	10.0	671ms;
14	1.071779878678364	10.0	718ms;
15	1.1249050177244115	10.0	728ms;
16	1.1881624566879256	10.0	907ms;
17	1.2321388182198638	10.0	839ms;
18	1.2974718978949324	10.0	889ms;
19	1.3582908868819288	10.0	931ms;
20	1.4235088658663124	10.0	972ms;
21	1.4497750159867178	10.0	1052ms;
22	1.5220541106430365	10.0	1209ms;
23	1.5620802555214424	10.0	1243ms;
24	1.6202719195703754	10.0	1215ms;
25	1.6765254379043213	10.0	1266ms;
26	1.6981699656497031	10.0	1283ms;
27	1.7545271465466075	10.0	1303ms;
28	1.7855940836418613	10.0	1387ms;
29	1.8373816011236561	10.0	1423ms;
30	1.8795070708933221	10.0	1471ms;
31	1.9135261919628097	10.0	1609ms;
32	1.9662384589387774	10.0	1610ms;
33	1.9919196690638323	10.0	1620ms;
34	2.0271601834021693	10.0	1979ms;
35	2.0563451296333075	10.0	1686ms;
36	2.0751460431426563	10.0	1697ms;
37	2.1162976838597816	10.0	1892ms;
38	2.169222921527236	10.0	1910ms;
39	2.1988937935920587	10.0	1898ms;
40	2.216390222026789	10.0	1941ms;
41	2.253444698379689	10.0	1957ms;
42	2.296956245991834	10.0	2039ms;
43	2.319663006894145	10.0	2064ms;
44	2.3638258372371377	10.0	2147ms;
45	2.3887873975840206	10.0	2163ms;
46	2.40602919300394	10.0	2134ms;
47	2.447586127238286	10.0	2182ms;
48	2.4696834319421055	10.0	2204ms;
49	2.479550209493263	10.0	2245ms;
50	2.522616784593116	10.0	2325ms;
51	2.550464835940692	10.0	2337ms;
52	2.557552981586322	10.0	2366ms;
53	2.58085492221508	10.0	2523ms;
54	2.6314908352206188	10.0	2598ms;
55	2.6232341754532564	10.0	2618ms;
56	2.6377958058083744	10.0	2649ms;
57	2.6775371562897927	10.0	2739ms;
58	2.711381329583334	10.0	2637ms;
59	2.732901497797963	10.0	2731ms;
60	2.7621890015468895	10.0	2820ms;
61	2.782081650212102	10.0	2704ms;
62	2.7723921833739724	10.0	2837ms;
63	2.7946223602039297	10.0	2933ms;
64	2.7991199931598927	10.0	2850ms;
